eventid,iyear,imonth,iday,country_txt,region_txt,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt,nkill,nwound,summary
1970000131,1973,2,10,Lebanon,Middle East & North Africa,Tyre,Hostage Taking (Kidnapping),NGO,Hamas-aligned,Sabotage Equipment,2,7,"Hamas-aligned conducted a Hostage Taking (Kidnapping) on a ngo target in Tyre, causing 2 deaths."
1970000132,1973,2,28,Somalia,Sub-Saharan Africa,Mogadishu,Armed Assault,Business,ADF,Incendiary,3,29,Armed Assault targeting Business in Mogadishu; 3 fatalities. Claim by ADF.
1970000133,1973,3,23,South Africa,Sub-Saharan Africa,Cape Town,Hijacking,Transportation,ISWAP,Incendiary,0,9,Improvised explosive device targeting transportation detonated in Cape Town; ISWAP suspected.
1970000134,1973,1,14,South Africa,Sub-Saharan Africa,Johannesburg,Hostage Taking (Kidnapping),Business,ADF,Vehicle (non-explosive),3,10,Hostage Taking (Kidnapping) targeting Business in Johannesburg; 3 fatalities. Claim by ADF.
1970000135,1973,3,8,Mali,Sub-Saharan Africa,Bamako,Hostage Taking (Kidnapping),NGO,ADF,Incendiary,0,3,Improvised explosive device targeting ngo detonated in Bamako; ADF suspected.
1970000136,1973,6,19,Afghanistan,South Asia,Kandahar,Hijacking,Military,Unknown,Vehicle (non-explosive),2,6,Unknown attacked Military in Kandahar using vehicle (non-explosive). 2 killed and 6 wounded reported.
1970000137,1973,10,7,Bangladesh,South Asia,Chittagong,Armed Assault,Police,Taliban-affiliated,Explosives,0,3,Taliban-affiliated attacked Police in Chittagong using explosives. 0 killed and 3 wounded reported.
1970000138,1973,5,28,India,South Asia,Mumbai,Hijacking,Religious Figures/Institutions,Unknown,Incendiary,7,9,Hijacking targeting Religious Figures/Institutions in Mumbai; 7 fatalities. Claim by Unknown.
1970000139,1973,8,4,Sri Lanka,South Asia,Colombo,Hostage Taking (Kidnapping),Military,Lashkar-e-Taiba,Melee,2,6,Lashkar-e-Taiba attacked Military in Colombo using melee. 2 killed and 6 wounded reported.
1970000140,1973,4,25,Indonesia,Southeast Asia,Bali,Assassination,Religious Figures/Institutions,Unknown,Melee,1,5,Improvised explosive device targeting religious figures/institutions detonated in Bali; Unknown suspected.
1970000141,1973,2,21,Philippines,Southeast Asia,Mindanao,Hostage Taking (Kidnapping),Business,Unknown,Explosives,10,6,Unknown attacked Business in Mindanao using explosives. 10 killed and 6 wounded reported.
1970000142,1973,5,19,Indonesia,Southeast Asia,Jakarta,Hostage Taking (Kidnapping),Government (General),MILF dissidents,Chemical,97,413,"MILF dissidents conducted a Hostage Taking (Kidnapping) on a government (general) target in Jakarta, causing 97 deaths."
1970000143,1973,7,27,Philippines,Southeast Asia,Davao,Hostage Taking (Kidnapping),Business,Abu Sayyaf Group,Explosives,0,1,Coordinated Hostage Taking (Kidnapping) on Business in Davao. Attribution to Abu Sayyaf Group.
1970000144,1973,12,21,Japan,East Asia,Osaka,Unarmed Assault,Utilities,Domestic militant cell,Incendiary,3,28,Coordinated Unarmed Assault on Utilities in Osaka. Attribution to Domestic militant cell.
1970000145,1973,1,10,Japan,East Asia,Tokyo,Facility/Infrastructure Attack,Journalists & Media,Domestic militant cell,Firearms,1,9,"Domestic militant cell conducted a Facility/Infrastructure Attack on a journalists & media target in Tokyo, causing 1 deaths."
1970000146,1973,5,26,Japan,East Asia,Tokyo,Hostage Taking (Kidnapping),Religious Figures/Institutions,Unknown,Vehicle (non-explosive),12,21,Improvised explosive device targeting religious figures/institutions detonated in Tokyo; Unknown suspected.
1970000147,1973,1,15,China,East Asia,Kunming,Unarmed Assault,Government (General),Unknown,Chemical,2,8,Improvised explosive device targeting government (general) detonated in Kunming; Unknown suspected.
1970000148,1973,4,24,Mexico,North America,Mexico City,Assassination,Police,Eco-radical cell,Explosives,3,7,Coordinated Assassination on Police in Mexico City. Attribution to Eco-radical cell.
1970000149,1973,6,26,United States,North America,Boston,Facility/Infrastructure Attack,Religious Figures/Institutions,Eco-radical cell,Chemical,1,1,"Eco-radical cell conducted a Facility/Infrastructure Attack on a religious figures/institutions target in Boston, causing 1 deaths."
1970000150,1973,4,1,Canada,North America,Montreal,Assassination,Police,Eco-radical cell,Vehicle (non-explosive),1,7,Coordinated Assassination on Police in Montreal. Attribution to Eco-radical cell.
1970000151,1973,8,23,Mexico,North America,Juárez,Unarmed Assault,NGO,Unknown,Firearms,1,9,Coordinated Unarmed Assault on NGO in Juárez. Attribution to Unknown.
1970000152,1973,7,23,Chile,South America,Valparaíso,Bombing/Explosion,Transportation,FARC-EP dissidents,Explosives,0,8,Bombing/Explosion targeting Transportation in Valparaíso; 0 fatalities. Claim by FARC-EP dissidents.
1970000153,1973,8,16,Brazil,South America,São Paulo,Armed Assault,Transportation,ELN,Explosives,2,5,Coordinated Armed Assault on Transportation in São Paulo. Attribution to ELN.
1970000154,1973,5,9,Chile,South America,Santiago,Hijacking,Journalists & Media,ELN,Incendiary,15,6,ELN attacked Journalists & Media in Santiago using incendiary. 15 killed and 6 wounded reported.
1970000155,1973,9,26,Argentina,South America,Buenos Aires,Hijacking,Journalists & Media,Shining Path remnants,Chemical,3,1,Hijacking targeting Journalists & Media in Buenos Aires; 3 fatalities. Claim by Shining Path remnants.
1970000156,1973,8,20,Honduras,Central America & Caribbean,Tegucigalpa,Bombing/Explosion,Utilities,MS-13 splinter,Incendiary,1,8,Coordinated Bombing/Explosion on Utilities in Tegucigalpa. Attribution to MS-13 splinter.
1970000157,1973,5,11,Cuba,Central America & Caribbean,Havana,Hijacking,Journalists & Media,MS-13 splinter,Sabotage Equipment,0,4,Hijacking targeting Journalists & Media in Havana; 0 fatalities. Claim by MS-13 splinter.
1970000158,1973,8,12,Honduras,Central America & Caribbean,Tegucigalpa,Hijacking,Private Citizens & Property,Local insurgent cell,Firearms,2,1,Improvised explosive device targeting private citizens & property detonated in Tegucigalpa; Local insurgent cell suspected.
1970000159,1973,11,20,Guatemala,Central America & Caribbean,Guatemala City,Hijacking,Religious Figures/Institutions,MS-13 splinter,Sabotage Equipment,0,3,Coordinated Hijacking on Religious Figures/Institutions in Guatemala City. Attribution to MS-13 splinter.
1970000160,1974,7,20,France,Western Europe,Nice,Armed Assault,Educational Institution,IRA-aligned militants,Explosives,1,8,Coordinated Armed Assault on Educational Institution in Nice. Attribution to IRA-aligned militants.
1970000161,1974,9,26,Italy,Western Europe,Milan,Unarmed Assault,Religious Figures/Institutions,IRA-aligned militants,Melee,0,6,Unarmed Assault targeting Religious Figures/Institutions in Milan; 0 fatalities. Claim by IRA-aligned militants.
1970000162,1974,10,8,Belgium,Western Europe,Brussels,Armed Assault,Private Citizens & Property,Anarchist cell,Melee,2,6,Coordinated Armed Assault on Private Citizens & Property in Brussels. Attribution to Anarchist cell.
1970000163,1974,1,21,Germany,Western Europe,Berlin,Hostage Taking (Kidnapping),Police,Unknown,Sabotage Equipment,0,1,Improvised explosive device targeting police detonated in Berlin; Unknown suspected.
1970000164,1974,4,2,Ukraine,Eastern Europe,Donetsk,Hijacking,Educational Institution,Unknown,Chemical,2,8,Improvised explosive device targeting educational institution detonated in Donetsk; Unknown suspected.
1970000165,1974,4,11,Russia,Eastern Europe,Volgograd,Unarmed Assault,Military,Unknown,Melee,3,3,Coordinated Unarmed Assault on Military in Volgograd. Attribution to Unknown.
1970000166,1974,2,22,Ukraine,Eastern Europe,Mariupol,Hijacking,Transportation,Unknown,Chemical,3,3,Coordinated Hijacking on Transportation in Mariupol. Attribution to Unknown.
1970000167,1974,10,19,Russia,Eastern Europe,St Petersburg,Facility/Infrastructure Attack,Transportation,Far-right militia,Chemical,0,10,Far-right militia attacked Transportation in St Petersburg using chemical. 0 killed and 10 wounded reported.
1970000168,1974,7,19,Yemen,Middle East & North Africa,Sana'a,Assassination,Government (General),Hamas-aligned,Explosives,7,30,"Hamas-aligned conducted a Assassination on a government (general) target in Sana'a, causing 7 deaths."
1970000169,1974,5,2,Lebanon,Middle East & North Africa,Sidon,Armed Assault,Journalists & Media,Al-Qaeda affiliate,Explosives,2,2,Al-Qaeda affiliate attacked Journalists & Media in Sidon using explosives. 2 killed and 2 wounded reported.
1970000170,1974,12,2,Israel,Middle East & North Africa,Jerusalem,Hijacking,Government (General),Al-Qaeda affiliate,Chemical,4,26,Hijacking targeting Government (General) in Jerusalem; 4 fatalities. Claim by Al-Qaeda affiliate.
1970000171,1974,11,13,Iraq,Middle East & North Africa,Mosul,Facility/Infrastructure Attack,Utilities,Local jihadist cell,Incendiary,3,2,Local jihadist cell attacked Utilities in Mosul using incendiary. 3 killed and 2 wounded reported.
1970000172,1974,5,18,Nigeria,Sub-Saharan Africa,Kano,Assassination,Terrorists/Non-State Militia,ADF,Vehicle (non-explosive),0,7,Improvised explosive device targeting terrorists/non-state militia detonated in Kano; ADF suspected.
1970000173,1974,8,19,Ethiopia,Sub-Saharan Africa,Addis Ababa,Hijacking,Government (General),ADF,Explosives,3,6,Coordinated Hijacking on Government (General) in Addis Ababa. Attribution to ADF.
1970000174,1974,11,25,Mali,Sub-Saharan Africa,Bamako,Unarmed Assault,Military,JNIM-affiliated,Sabotage Equipment,1,9,Unarmed Assault targeting Military in Bamako; 1 fatalities. Claim by JNIM-affiliated.
1970000175,1974,9,5,Nigeria,Sub-Saharan Africa,Maiduguri,Facility/Infrastructure Attack,Utilities,Unknown,Vehicle (non-explosive),0,9,Improvised explosive device targeting utilities detonated in Maiduguri; Unknown suspected.
1970000176,1974,8,12,Sri Lanka,South Asia,Jaffna,Assassination,Educational Institution,Tehrik-i-Taliban Pakistan,Incendiary,2,1,Tehrik-i-Taliban Pakistan attacked Educational Institution in Jaffna using incendiary. 2 killed and 1 wounded reported.
1970000177,1974,3,4,India,South Asia,Bangalore,Hijacking,Journalists & Media,Taliban-affiliated,Sabotage Equipment,3,4,Improvised explosive device targeting journalists & media detonated in Bangalore; Taliban-affiliated suspected.
1970000178,1974,10,12,Bangladesh,South Asia,Chittagong,Assassination,NGO,Tehrik-i-Taliban Pakistan,Vehicle (non-explosive),0,4,"Tehrik-i-Taliban Pakistan conducted a Assassination on a ngo target in Chittagong, causing 0 deaths."
1970000179,1974,8,4,Sri Lanka,South Asia,Jaffna,Armed Assault,NGO,Lashkar-e-Taiba,Melee,3,0,Improvised explosive device targeting ngo detonated in Jaffna; Lashkar-e-Taiba suspected.
1970000180,1974,11,27,Thailand,Southeast Asia,Yala,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms,0,8,Improvised explosive device targeting private citizens & property detonated in Yala; Unknown suspected.
1970000181,1974,4,23,Philippines,Southeast Asia,Davao,Unarmed Assault,Government (General),MILF dissidents,Melee,1,4,Coordinated Unarmed Assault on Government (General) in Davao. Attribution to MILF dissidents.
1970000182,1974,8,17,Philippines,Southeast Asia,Sulu,Hijacking,Military,BIFF,Melee,2,10,BIFF attacked Military in Sulu using melee. 2 killed and 10 wounded reported.
1970000183,1974,12,3,Thailand,Southeast Asia,Bangkok,Unarmed Assault,Military,MILF dissidents,Melee,0,5,Coordinated Unarmed Assault on Military in Bangkok. Attribution to MILF dissidents.
1970000184,1974,2,18,China,East Asia,Urumqi,Armed Assault,Utilities,Domestic militant cell,Melee,3,6,Coordinated Armed Assault on Utilities in Urumqi. Attribution to Domestic militant cell.
1970000185,1974,8,10,Japan,East Asia,Osaka,Facility/Infrastructure Attack,NGO,Unknown,Vehicle (non-explosive),3,2,Unknown attacked NGO in Osaka using vehicle (non-explosive). 3 killed and 2 wounded reported.
1970000186,1974,3,17,China,East Asia,Beijing,Armed Assault,Utilities,Unknown,Incendiary,3,6,"Unknown conducted a Armed Assault on a utilities target in Beijing, causing 3 deaths."
1970000187,1974,4,2,China,East Asia,Shanghai,Facility/Infrastructure Attack,Terrorists/Non-State Militia,Unknown,Melee,2,7,Improvised explosive device targeting terrorists/non-state militia detonated in Shanghai; Unknown suspected.
1970000188,1974,1,14,Canada,North America,Ottawa,Bombing/Explosion,NGO,Far-right cell,Melee,0,6,Far-right cell attacked NGO in Ottawa using melee. 0 killed and 6 wounded reported.
1970000189,1974,3,20,Mexico,North America,Tijuana,Armed Assault,Business,Far-right cell,Explosives,1,7,Armed Assault targeting Business in Tijuana; 1 fatalities. Claim by Far-right cell.
1970000190,1974,5,1,Mexico,North America,Mexico City,Hijacking,Utilities,Unknown,Vehicle (non-explosive),3,3,Unknown attacked Utilities in Mexico City using vehicle (non-explosive). 3 killed and 3 wounded reported.
1970000191,1974,10,2,Mexico,North America,Tijuana,Facility/Infrastructure Attack,Business,Eco-radical cell,Firearms,2,5,Facility/Infrastructure Attack targeting Business in Tijuana; 2 fatalities. Claim by Eco-radical cell.
1970000192,1974,2,18,Argentina,South America,Buenos Aires,Assassination,Business,Shining Path remnants,Incendiary,9,34,Improvised explosive device targeting business detonated in Buenos Aires; Shining Path remnants suspected.
1970000193,1974,5,4,Colombia,South America,Medellín,Hostage Taking (Kidnapping),Transportation,FARC-EP dissidents,Chemical,0,4,FARC-EP dissidents attacked Transportation in Medellín using chemical. 0 killed and 4 wounded reported.
1970000194,1974,1,14,Argentina,South America,Rosario,Assassination,Military,ELN,Explosives,3,10,"ELN conducted a Assassination on a military target in Rosario, causing 3 deaths."
1970000195,1974,12,4,Peru,South America,Lima,Unarmed Assault,Religious Figures/Institutions,FARC-EP dissidents,Firearms,0,7,"FARC-EP dissidents conducted a Unarmed Assault on a religious figures/institutions target in Lima, causing 0 deaths."
1970000196,1974,12,1,El Salvador,Central America & Caribbean,San Salvador,Unarmed Assault,NGO,Local insurgent cell,Incendiary,2,3,Improvised explosive device targeting ngo detonated in San Salvador; Local insurgent cell suspected.
1970000197,1974,7,4,El Salvador,Central America & Caribbean,San Salvador,Bombing/Explosion,Private Citizens & Property,Unknown,Sabotage Equipment,3,7,"Unknown conducted a Bombing/Explosion on a private citizens & property target in San Salvador, causing 3 deaths."
1970000198,1974,6,3,Cuba,Central America & Caribbean,Havana,Armed Assault,Government (General),Unknown,Sabotage Equipment,2,9,"Unknown conducted a Armed Assault on a government (general) target in Havana, causing 2 deaths."
1970000199,1974,5,3,Honduras,Central America & Caribbean,Tegucigalpa,Hostage Taking (Kidnapping),Educational Institution,MS-13 splinter,Incendiary,3,0,"MS-13 splinter conducted a Hostage Taking (Kidnapping) on a educational institution target in Tegucigalpa, causing 3 deaths."
1970000200,1975,11,21,Spain,Western Europe,Barcelona,Hostage Taking (Kidnapping),Utilities,IRA-aligned militants,Explosives,0,8,Improvised explosive device targeting utilities detonated in Barcelona; IRA-aligned militants suspected.
1970000201,1975,9,21,Spain,Western Europe,Madrid,Unarmed Assault,Educational Institution,Basque separatist faction,Firearms,13,0,Basque separatist faction attacked Educational Institution in Madrid using firearms. 13 killed and 0 wounded reported.
1970000202,1975,1,8,Germany,Western Europe,Munich,Armed Assault,Government (General),Basque separatist faction,Sabotage Equipment,3,8,Armed Assault targeting Government (General) in Munich; 3 fatalities. Claim by Basque separatist faction.
